"","start","end","today","city","park","sign_name","sign_hours","hours_list","sign1_map","sign1_vol","sign1_contact","sign1_multilang","sign1_fund_priv","sign1_fund_pub","sign2_PAyes","sign2_PAno","sign2_limituse","sign2_prohibitalcohol","sign2_prohibitdrugs","sign2_prohibittobacco","sign3_prohibitfoodbev","sign3_nopets","sign3_gensafe","safety_phone","safety_camera","mrkt_banners","mrkt_posters","mrkt_boards","amen1_bike","amen1_shelter","amen1_auditorium","amen1_class","amen1_gym","amen1_office","amen1_otherbuild","amen2_handicapaccess","amen2_vend","amen2_art","amen2_drink","amen2_water_dec","amen2_water_nat","amen2_fieldlight","amen2_pathlight","amen2_trash","amen2_petbags","amen3_bench","amen3_grill","amen3_orngarden","amen3_commgarden","amen3_trees","bath","bath_acc","parking","parking_fee","fenced_baseball","fenced_sportsfield","fenced_playarea","playarea_shade","playarea_surface","playarea_surface_otr","playarea_elements","playarea_elements_otr","pathsurface","geo_flat","geo_woods","hood","restype","commtype","near_school","near_library","near_hosp","near_childcare","st_hwy","st_lanes","st_bikelane","st_bus","entrances_num","entrances_xwalk","entrances_calming","playarea_structures"
"55","Apr 10, 2016 9:40:04 AM","Apr 10, 2016 2:37:49 PM","Apr 10, 2016","Jacksonville","ja01","yes","yes","SUNRISE - 10 PM","no","no","no","no","yes","no","no","yes","yes","yes","no","yes","no","yes","yes","no","no","mt5","none","none","no","yes","no","no","no","no","Large consession stand building","no","no","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","few","yes","yes","yes","no","yes","no","no","no","mulch","","climber house slide swing","","none","yes","yes","res","sgl","","no","no","no","no","no","1_2","no","no","none","none","none",3
"56","Jun 25, 2016 5:52:17 AM","Jun 25, 2016 5:58:31 AM","Jun 25, 2016","Jacksonville","ja02","yes","yes","SUNRISE TO SUNSET","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","no","few","no","","yes","no","yes","yes","yes","no","mulch","","climber tube house slide","","paved","yes","no","res","sgl","","no","no","no","no","yes","3_4","yes","yes","1","none","none",2
"57","Apr 16, 2016 11:23:11 AM","Apr 16, 2016 11:32:57 AM","Apr 16, 2016","Jacksonville","ja03","yes","yes","SUNRISE TO SUNSET","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","none","none","none","no","yes","no","no","no","no","No","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","many","no","","no","","yes","yes","yes","no","mulch","","house slide","Climbing structure","none","yes","no","res","sgl","","no","no","no","yes","no","1_2","no","no","3","none","none",1
"58","Apr 24, 2016 1:46:04 PM","Apr 24, 2016 1:55:38 PM","Apr 24, 2016","Jacksonville","ja04","no","yes","SUNRISE TO 10PM","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","1","none","none","no","yes","no","no","no","no","","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","few","no","","no","","yes","yes","yes","no","mulch","","climber slide swing","","none","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","none","none",5
"59","Jun 5, 2016 2:04:15 PM","Jun 5, 2016 2:14:28 PM","Jun 5, 2016","Jacksonville","ja05","yes","yes","5 AM - 10PM","no","no","yes","no","no","no","no","yes","yes","yes","yes","yes","no","yes","yes","no","no","none","none","2","yes","yes","no","no","no","no","A storage shed and a consession stand","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","few","no","","yes","no","yes","no","yes","no","mulch","","balance climber slide","","paved","yes","no","mix","","","yes","no","no","no","no","1_2","no","no","mt4","none","some",3
"60","May 15, 2016 11:27:11 AM","May 15, 2016 11:47:05 AM","May 15, 2016","Jacksonville","ja06","yes","yes","SUNRISE TO 10PM","no","no","yes","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","yes","none","none","none","no","yes","no","yes","no","yes","","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","few","yes","no","yes","no","yes","no","no","no","mulch","","climber tube house slide","","none","yes","no","mix","","","yes","no","no","no","no","1_2","no","yes","mt4","none","none",1
"61","May 15, 2016 11:13:45 AM","May 15, 2016 11:20:24 AM","May 15, 2016","Jacksonville","ja07","yes","no","","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","few","no","","no","","no","no","","","","","","","none","somehills","yes","mix","","","yes","no","no","no","no","5_6","yes","yes","3","some","none",NA
"62","May 7, 2016 8:54:15 AM","May 7, 2016 9:00:37 AM","May 7, 2016","Jacksonville","ja08","yes","yes","SUNRISE TO SUNSET","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","yes","no","no","yes","no","yes","yes","no","yes","no","no","no","many","no","","yes","no","no","no","yes","no","dirt grass","","sand swing","","paved","somehills","no","res","sgl","","yes","no","no","no","no","1_2","no","no","1","none","none",0
"63","Jun 28, 2016 8:22:20 AM","Jun 28, 2016 8:30:34 AM","Jun 28, 2016","Jacksonville","ja09","yes","yes","SUNRISE TO SUNSET","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","none","none","none","yes","no","no","no","no","no","","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","many","no","","no","","no","no","","","","","","","paved","somehills","no","mix","","","no","no","yes","no","no","1_2","no","yes","none","none","none",NA
"64","Jun 12, 2016 2:25:15 PM","Jun 12, 2016 2:35:49 PM","Jun 12, 2016","Jacksonville","ja10","yes","yes","SUNRISE TO SUNSET","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","no","none","none","none","yes","yes","no","no","no","no","","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","no","no","","yes","yes","no","no","mulch sand","","balance climber house sand swing","Plastic dinosaurs","none","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","none","none",3
"65","May 1, 2016 1:00:54 PM","May 1, 2016 1:15:57 PM","May 1, 2016","Kansas City","kc01","yes","no","","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","many","yes","yes","yes","no","no","yes","yes","no","sand","","balance climber slide swing","4 person see saw","paved","yes","yes","res","sgl multi","","no","no","no","no","no","1_2","no","no","2","some","none",2
"66","May 8, 2016 9:21:14 AM","May 8, 2016 9:43:49 AM","May 8, 2016","Kansas City","kc02","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","many","no","","yes","no","yes","no","yes","no","mulch","","climber slide swing","Seesaw, microphone, jump platform","paved","manyhills","yes","res","sgl","","no","no","no","no","no","1_2","no","no","none","none","none",2
"67","May 22, 2016 3:31:06 PM","May 22, 2016 3:38:33 PM","May 22, 2016","Kansas City","kc03","yes","no","","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","none","none","none","yes","yes","no","no","no","no","","yes","no","yes","no","no","no","no","yes","yes","yes","yes","no","yes","no","few","yes","yes","yes","no","no","yes","yes","no","mulch pavement","","climber slide swing","Jumping platform, monkey bars","paved","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","none","some","none",4
"68","Jun 4, 2016 10:12:38 AM","Jun 4, 2016 10:23:24 AM","Jun 4, 2016","Kansas City","kc04","yes","no","","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","many","yes","yes","yes","no","yes","no","yes","no","mulch","","climber slide","Jumping platform, seesaw, sliders, monkey bars, microphone","paved","manyhills","yes","res","multi","","no","no","no","no","no","1_2","no","no","none","some","none",2
"69","Jun 4, 2016 5:41:53 PM","Jun 4, 2016 5:54:55 PM","Jun 5, 2016","Los Angeles","la01","yes","yes","MON FRID 11AM 9PM SAT 9AM 5PM","no","yes","no","no","no","no","yes","no","no","yes","yes","yes","no","no","no","no","no","1","3_4","2","no","no","no","yes","no","yes","","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","no","","yes","yes","yes","yes","dirt sand","","climber slide swing","","paved","somehills","no","mix","","","yes","no","no","no","no","1_2","no","yes","none","none","none",2
"70","Jun 11, 2016 5:42:13 PM","Jun 11, 2016 5:56:18 PM","Jun 12, 2016","Los Angeles","la02","yes","yes","MON-FRI 2-4PM","no","no","yes","yes","no","no","yes","no","yes","yes","no","yes","no","no","yes","no","no","3_4","none","2","no","no","no","yes","yes","yes","","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","yes","no","yes","no","yes","no","sand","","climber slide swing","0","none","yes","no","res","sgl apt","","no","no","no","yes","yes","3_4","no","yes","none","some","none",4
"71","Jun 7, 2016 2:56:06 PM","Jun 7, 2016 3:05:59 PM","Jun 7, 2016","Los Angeles","la03","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","no","","no","no","yes","no","sand","","climber sand slide","","none","yes","no","res","sgl","","no","no","no","no","no","3_4","yes","no","none","some","none",3
"72","Jun 25, 2016 5:20:12 PM","Jun 25, 2016 5:28:06 PM","Jun 26, 2016","Los Angeles","la04","yes","no","","no","no","yes","yes","yes","no","yes","no","no","no","no","yes","no","yes","no","no","no","3_4","1","none","yes","no","no","yes","no","yes","","yes","no","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","few","yes","no","yes","no","yes","yes","yes","no","pavement rubber sand","","climber slide swing","0","none","yes","no","mix","","","yes","no","yes","yes","yes","1_2","no","yes","mt4","none","none",3
"73","May 7, 2016 5:54:07 PM","May 7, 2016 6:04:26 PM","May 8, 2016","Los Angeles","la05","yes","no","","no","no","no","yes","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","mt5","none","1","no","no","no","yes","yes","yes","","yes","yes","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","few","yes","yes","yes","no","yes","yes","yes","no","grass rubber","","balance climber tube slide spinner swing","None","unpaved","yes","no","res","multi","","no","no","no","yes","no","1_2","no","yes","mt4","many","some",0
"74","Apr 23, 2016 5:14:18 PM","Apr 23, 2016 5:32:41 PM","Apr 24, 2016","Los Angeles","la06","yes","yes","10:00AM-10:00PM","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","yes","no","no","no","3_4","none","3_4","no","no","no","yes","yes","yes","","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","yes","no","yes","yes","yes","no","rubber sand","","climber slide swing","","none","yes","","res","multi","","no","no","no","yes","no","1_2","no","yes","3","some","none",0
"75","May 21, 2016 5:53:40 PM","May 21, 2016 6:02:43 PM","May 22, 2016","Los Angeles","la07","yes","yes","1130AM TILL 9PM","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","yes","none","none","1","no","no","no","yes","yes","yes","","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","yes","yes","no","yes","yes","no","dirt sand","","climber house sand slide swing","None","paved","somehills","no","mix","","","yes","yes","no","no","no","3_4","no","yes","mt4","some","none",0
"76","Jun 25, 2016 4:32:08 PM","Jun 25, 2016 4:43:51 PM","Jun 25, 2016","Los Angeles","la08","yes","yes","10:30PM-5:00AM","no","no","no","yes","no","no","yes","yes","yes","no","no","yes","no","yes","no","no","no","2","none","2","no","no","no","yes","yes","yes","Pool dressing rooms","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","no","no","many","yes","yes","yes","no","no","yes","no","yes","rubber sand","","climber tube sand slide spinner swing","","none","yes","no","res","sgl multi","","no","no","no","no","no","5_6","no","no","none","some","none",6
"77","Jul 12, 2016 2:33:36 PM","Jul 12, 2016 2:41:44 PM","Jul 12, 2016","Los Angeles","la09","yes","no","","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","1","none","none","no","no","yes","yes","yes","yes","","yes","yes","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","many","yes","yes","yes","no","yes","yes","yes","yes","rubber sand","","climber tube house slide swing","0","none","yes","no","mix","","","yes","yes","no","no","yes","1_2","no","yes","none","none","some",6
"78","Jun 14, 2016 4:16:07 PM","Jun 14, 2016 4:22:07 PM","Jun 14, 2016","Los Angeles","la11","yes","yes","5:00AM-10:30PM","no","no","yes","yes","yes","no","yes","yes","yes","no","no","yes","no","yes","yes","no","yes","mt5","1","3_4","yes","no","no","yes","yes","yes","","yes","yes","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","few","yes","yes","no","","yes","no","yes","no","pavement rubber","","climber house slide swing","","none","yes","no","res","sgl","","no","no","no","no","no","1_2","yes","no","mt4","many","none",3
"79","May 14, 2016 6:49:10 PM","May 14, 2016 6:58:10 PM","May 15, 2016","Los Angeles","la12","yes","no","","no","no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no","3_4","none","1","yes","yes","no","yes","yes","yes","Amphitheater","no","no","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","yes","yes","no","no","rubber sand","","balance climber sand slide splash","Zip line","none","yes","no","mix","","","no","no","no","no","no","3_4","no","yes","none","many","many",4
"80","Jul 12, 2016 2:56:02 PM","Jul 12, 2016 3:08:25 PM","Jul 12, 2016","Los Angeles","la13","yes","yes","CLOSED FROM 10:30PM-5AM","no","no","yes","yes","no","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","no","mt5","none","3_4","no","yes","no","yes","yes","yes","Pool lockers","no","yes","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","yes","no","yes","pavement rubber sand","","climber slide splash swing","","none","yes","no","res","sgl multi","","no","no","no","no","no","1_2","no","no","none","some","none",3
"81","Jun 18, 2016 5:35:12 PM","Jun 18, 2016 5:42:01 PM","Jun 19, 2016","Los Angeles","la14","yes","no","","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","many","yes","yes","yes","yes","no","no","yes","no","pavement rubber sand","","balance climber slide swing","","none","yes","no","mix","","","yes","no","no","no","no","3_4","no","yes","none","some","none",8
"82","Aug 14, 2016 2:38:36 PM","Aug 13, 2016 5:45:45 PM","Aug 14, 2016","Los Angeles","la15","yes","yes","5AM-10:30PM","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","3_4","none","3_4","yes","no","no","yes","yes","yes","pool dressing room","yes","no","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","few","yes","yes","yes","no","no","yes","no","no","rubber","","climber tube slide spinner splash swing","","none","yes","no","res","sgl","","no","no","no","no","no","3_4","no","no","none","many","some",4
"83","Jun 21, 2016 1:25:31 PM","Jun 21, 2016 1:35:00 PM","Jun 21, 2016","Los Angeles","la16","yes","yes","10:30PM-5AM","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","many","no","","no","","no","no","no","no","rubber sand","","balance climber slide swing","","unpaved","somehills","no","res","sgl","","yes","no","no","no","yes","3_4","no","no","none","some","none",3
"84","Apr 9, 2016 6:43:25 PM","Apr 9, 2016 6:53:00 PM","Apr 10, 2016","Lincoln","li01","yes","no","","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","many","yes","yes","no","","no","no","no","no","rubber sand","","climber slide spinner swing","","none","somehills","no","mix","","","no","no","no","no","no","1_2","no","no","2","none","none",2
"85","Jun 7, 2016 9:10:29 AM","Jun 7, 2016 9:17:37 AM","Jun 7, 2016","Lincoln","li02","yes","yes","5AM-11PM","no","no","yes","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","yes","no","none","none","none","no","yes","no","no","no","no","Mini amphitheater","yes","no","no","no","no","no","no","yes","yes","no","yes","yes","no","no","few","no","","no","","no","no","yes","no","grass sand","","climber slide spinner swing","Shaking/vibrating equipment (see picture )","paved","somehills","no","res","sgl","","yes","no","no","no","no","1_2","no","no","mt4","some","some",3
"86","Apr 26, 2016 12:05:56 PM","Apr 26, 2016 12:26:36 PM","Apr 26, 2016","Lincoln","li03","yes","yes","PARK OPEN 5AM TO 11PM","no","no","yes","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","no","no","none","none","none","no","no","no","no","no","no","","yes","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","many","no","","no","","no","no","no","no","rubber sand","","climber tube slide swing","See-saw","none","somehills","yes","res","sgl multi","","no","no","no","no","no","1_2","no","no","3","none","none",3
"87","Jun 18, 2016 1:05:29 PM","Jun 18, 2016 1:20:09 PM","Jun 18, 2016","Lincoln","li04","yes","yes","5 AM TO 11PM","no","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","yes","yes","no","no","none","none","none","no","yes","no","no","no","no","","yes","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","many","yes","yes","yes","no","no","no","yes","no","rubber sand","","climber tube slide swing","See-saw and tire swing","paved","yes","no","mix","","","no","no","no","no","no","3_4","yes","yes","none","some","some",3
"88","May 7, 2016 2:05:36 PM","May 7, 2016 2:15:33 PM","May 7, 2016","Lincoln","li05","yes","yes","5AM-11PM","no","no","yes","no","no","no","no","no","yes","yes","yes","yes","no","yes","yes","yes","no","none","none","none","no","no","no","no","no","no","Storage shed","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","few","yes","yes","yes","no","no","no","","","","","","","none","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","2","none","none",NA
"89","May 21, 2016 11:08:18 AM","May 21, 2016 11:14:54 AM","May 21, 2016","Lincoln","li06","yes","yes","5AM-11PM","no","no","yes","no","yes","no","no","no","no","yes","yes","yes","no","yes","yes","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","yes","no","no","no","no","yes","yes","yes","no","no","no","many","no","","no","","no","no","no","no","sand","","climber slide spinner swing","4 hoop (check picture) and zipline (check picture)","none","manyhills","no","mix","","","yes","no","yes","no","no","1_2","no","yes","none","none","none",4
"90","May 1, 2016 1:48:39 PM","May 1, 2016 1:58:34 PM","May 1, 2016","Louisville","lo01","no","no","","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","many","no","","yes","no","no","no","no","no","dirt","","climber slide splash swing","","none","yes","no","mix","","","no","no","no","no","no","3_4","no","yes","none","many","none",3
"91","Jun 19, 2016 2:45:37 PM","Jun 19, 2016 2:50:07 PM","Jun 19, 2016","Louisville","lo02","yes","yes","6AM-11PM","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","1","none","none","yes","yes","no","no","no","no","","no","no","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","few","yes","yes","yes","no","yes","no","no","no","mulch","","climber slide swing","","paved","somehills","no","mix","","","no","no","no","no","yes","1_2","no","no","none","none","none",3
"92","Jun 12, 2016 9:38:24 AM","Jun 12, 2016 10:53:40 AM","Jun 12, 2016","Louisville","lo04","yes","yes","7AM-11PM","no","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","yes","mt5","mt5","none","yes","yes","no","no","no","no","","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","many","yes","yes","yes","no","yes","no","no","no","mulch","","climber slide swing","","none","yes","no","res","sgl","","yes","no","no","no","no","1_2","no","no","none","none","none",2
"93","Jun 26, 2016 8:40:36 AM","Jun 26, 2016 8:56:11 AM","Jun 26, 2016","Louisville","lo05","no","no","","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","none","mt5","1","no","no","no","yes","no","yes","","no","no","no","yes","no","no","yes","yes","yes","no","yes","no","no","yes","few","yes","no","yes","no","no","no","no","no","mulch","","climber slide swing","","paved","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","none","none",2
"94","May 15, 2016 2:28:02 PM","May 15, 2016 2:45:33 PM","May 15, 2016","Louisville","lo06","yes","yes","DAWN TO DUSK","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","none","none","none","no","yes","no","no","no","no","","no","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","many","no","","yes","no","no","no","no","no","mulch","","climber slide swing","","paved","yes","no","res","sgl","","no","no","no","no","no","1_2","no","no","1","some","none",2
"95","Jun 4, 2016 12:08:55 PM","Jun 4, 2016 12:19:50 PM","Jun 4, 2016","Louisville","lo07","yes","yes","7AM-11PM","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","1","none","none","no","yes","no","no","no","no","","no","no","yes","yes","no","no","yes","no","yes","no","yes","yes","no","no","many","no","","yes","no","yes","no","no","no","mulch","","climber slide swing","","none","yes","no","mix","","","yes","no","no","no","no","1_2","no","no","none","none","none",2
"96","Jun 12, 2016 2:07:25 PM","Jun 12, 2016 2:14:32 PM","Jun 12, 2016","Manchester","ma01","no","yes","CLOSED FROM SUNSET TO SUNRISE","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","few","no","","yes","no","yes","no","yes","yes","mulch","","climber slide spinner swing","Monkey bars and zip line type structure","none","yes","no","res","sgl multi","","no","no","no","no","no","1_2","no","no","2","none","none",4
"97","Jul 9, 2016 12:06:25 PM","Jul 9, 2016 12:17:47 PM","Jul 9, 2016","Manchester","ma03","yes","no","","no","no","no","no","yes","no","yes","yes","yes","no","no","yes","no","yes","no","no","no","3_4","1","none","no","no","no","no","no","yes","2 score keeper 2nd story window building sad  over","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","many","no","","yes","no","yes","yes","","","","","","","none","yes","yes","res","sgl","","yes","no","no","no","no","1_2","no","no","none","none","none",NA
"98","Jul 17, 2016 2:04:49 PM","Jul 17, 2016 2:16:50 PM","Jul 17, 2016","Manchester","ma04","no","no","","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","mt5","none","none","yes","yes","no","no","no","yes","","yes","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","few","no","","yes","no","yes","no","yes","no","mulch","","climber slide swing","Monkey bars","none","manyhills","no","mix","","","no","no","yes","no","no","1_2","no","no","1","many","some",5
"99","Apr 30, 2016 1:28:45 PM","Apr 30, 2016 1:35:40 PM","Apr 30, 2016","Minneapolis","mi01","yes","no","","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","1","none","3_4","yes","no","no","yes","no","yes","","yes","no","yes","no","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","no","no","","yes","no","yes","no","rubber sand","","climber tube house slide swing","Fake train","none","somehills","no","res","sgl multi apt","","no","no","no","no","no","3_4","yes","yes","mt4","some","none",3
"100","Jun 14, 2016 7:13:39 AM","Jun 14, 2016 7:19:42 AM","Jun 14, 2016","Minneapolis","mi02","yes","no","","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","none","yes","no","no","no","no","no","Pergola, restrooms/storage shed","yes","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","many","yes","yes","no","","no","no","no","no","rubber sand","","climber tube slide spinner swing","Tire swing, sand diggers","none","somehills","no","res","sgl","","no","no","no","no","no","1_2","no","no","mt4","some","none",3
"101","May 22, 2016 3:58:53 PM","May 22, 2016 4:06:34 PM","May 22, 2016","Minneapolis","mi03","yes","no","","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","yes","none","mt5","3_4","yes","yes","no","yes","yes","yes","Storage shed maybe?","yes","yes","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","many","yes","no","yes","no","yes","no","yes","yes","rubber sand","","climber house slide spinner swing","Train","none","yes","no","res","sgl multi apt","","yes","no","no","no","yes","1_2","no","yes","mt4","many","some",6
"102","Jun 5, 2016 2:51:26 PM","Jun 5, 2016 2:58:54 PM","Jun 5, 2016","Minneapolis","mi04","yes","no","","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","none","none","mt5","yes","no","no","yes","yes","yes","","yes","yes","no","yes","yes","no","yes","yes","yes","no","yes","yes","no","yes","many","yes","yes","yes","no","no","no","no","no","rubber sand","","climber tube slide splash swing","","paved","yes","no","res","sgl multi apt","","yes","no","no","no","yes","1_2","no","no","mt4","some","none",2
"103","May 8, 2016 9:11:06 AM","May 8, 2016 9:17:47 AM","May 8, 2016","Minneapolis","mi05","yes","no","","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","no","no","none","none","3_4","yes","no","no","yes","yes","yes","","yes","yes","no","no","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","no","yes","no","no","no","no","no","rubber sand","","climber tube slide swing","Dinosaur swinging thing, sand diggers, musical instruments","none","yes","no","res","sgl","","yes","no","no","yes","no","1_2","no","yes","mt4","some","none",2
"104","Jun 21, 2016 7:52:29 AM","Jun 23, 2016 11:49:29 AM","Jun 21, 2016","Minneapolis","mi06","yes","no","","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","yes","none","none","2","yes","no","no","yes","no","yes","Storage boxes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","no","no","many","no","","no","","no","no","no","no","rubber sand","","climber tube slide spinner swing","Sand digger","none","yes","no","mix","","","yes","no","yes","yes","no","3_4","yes","yes","mt4","some","none",2
"105","Jul 10, 2016 12:11:56 PM","Jul 10, 2016 12:16:32 PM","Jul 10, 2016","Minneapolis","mi07","yes","no","","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","none","none","none","yes","no","no","no","no","no","Semi truck containers as storage units","yes","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","many","yes","yes","no","","no","no","no","no","sand","","balance climber slide swing","Sand diggers","none","yes","no","mix","","","no","no","no","no","no","1_2","yes","yes","none","some","none",4
"106","Jul 23, 2016 1:14:12 PM","Jul 23, 2016 1:18:31 PM","Jul 23, 2016","Minneapolis","mi08","yes","no","","no","yes","no","yes","no","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","1","mt5","mt5","yes","no","no","yes","yes","yes","","no","yes","no","yes","no","no","yes","yes","yes","no","yes","yes","no","no","many","yes","yes","yes","no","no","no","no","no","sand","","balance climber tube slide swing","","none","yes","no","res","sgl multi","","no","no","no","no","no","1_2","no","no","none","some","none",3
"107","Jul 26, 2016 6:19:43 PM","Jul 26, 2016 6:31:50 PM","Jul 27, 2016","New York","ny01","yes","yes","CLOSES AT DUSK","no","no","no","yes","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","none","none","none","no","no","no","no","no","no","","no","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","many","no","","no","","no","no","","","","","","","paved","somehills","no","res","sgl multi","","no","no","no","no","no","1_2","no","yes","mt4","none","some",NA
